Billing Date,Brand,Article,Site,Site Area,MRP,Promotion Name,Region,POS Billing Quantity,POS Cost,POS Gross Sales,POS Total Discount,POS Tax Amount,POS Net Sales WOT,POS RGM,Vendor,Fiber,Fabric,Brand Tag,Wash Care Instructions,C Technique,Broad Craft,Handloom Mark,Silk Mark,Type,Style Code,Craft Code,Site Name,Bin
2023-04-10,Aiba,1445703336,ST33,A,1057,P18,R2,1,481.47157831986146,1057,275.1841717004962,39.09079141497519,742.7250368845285,261.2534585646671,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,no,no,Woven,1445703,C9,ST33A,1000-1999
2023-02-26,Biba,1704473335,ST32,A,7104,P12,R2,1,3371.30141073835,7104,1317.8426752104647,289.3078662394768,5496.849458550059,2125.5480478117092,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B1,yes,no,Embroidered,1704473,C10,ST32A,7000-7999
2023-03-24,Ciba,3791098812,ST33,A,8377,P17,R2,1,3799.263918058344,8377,1036.573488338258,367.02132558308716,6973.405186078656,3174.1412680203116,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,no,no,Woven,3791098,C6,ST33A,8000-8999
2023-01-15,Ciba,7449063936,ST16,C,9781,P5,R4,1,4722.112753734448,9781,830.9539368849468,447.50230315575266,8502.5437599593,3780.4310062248524,V5,Cotton,Organza,Ciba Organza Saree,Handwash Separately,C4,B2,no,no,Embroidered,7449063,C4,ST16C,9000-9999
2023-02-04,Ciba,2492804219,ST31,A,6374,P11,R1,1,3126.425348884521,6374,1909.989139342769,223.20054303286156,4240.810317624369,1114.3849687398483,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B2,no,no,Embroidered,2492804,C1,ST31A,6000-6999
2023-01-20,Biba,2839522432,ST28,B,1363,P12,R1,-1,-652.7764434158713,-1363,-368.9923561882152,-49.700382190589245,-944.3072616211956,-291.5308182053243,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B3,no,no,Woven,2839522,C6,ST28B,1000-1999
2023-04-05,Biba,1635455516,ST24,B,8675,P11,R4,-1,-4196.974247994609,-8675,-2168.8754895083725,-325.30622552458135,-6180.818284967046,-1983.8440369724367,V8,Cotton,Other,Biba Other Saree,Handwash Separately,C10,B3,yes,no,Embroidered,1635455,C10,ST24B,8000-8999
2023-03-14,Biba,2123495983,ST24,C,1717,P29,R4,1,819.4404635867375,1717,183.48992803037518,76.67550359848124,1456.8345683711434,637.394104784406,V9,Silk,Plain,Biba Plain Saree,Dry Clean only,C9,B3,yes,yes,Tie-Dyed,2123495,C9,ST24C,1000-1999
2023-02-10,Aiba,8744929512,ST19,C,2731,P28,R2,1,1348.533564826871,2731,227.38846947952476,125.18057652602377,2378.4309539944516,1029.8973891675805,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B4,yes,no,Woven,8744929,C5,ST19C,2000-2999
2023-02-08,Aiba,3135412679,ST23,C,9249,P31,R3,1,4178.984676165793,9249,2727.651405705947,326.0674297147027,6195.281164579351,2016.296488413558,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B1,no,no,Tie-Dyed,3135412,C7,ST23C,9000-9999
2023-03-10,Ciba,6862041623,ST29,A,4102,P1,R2,1,1942.807989872538,4102,867.9533835201252,161.70233082399375,3072.3442856558813,1129.5362957833433,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B1,no,no,Embroidered,6862041,C6,ST29A,4000-4999
2023-01-03,Aiba,9319848891,ST19,A,4813,P3,R2,1,2261.1990138961105,4813,451.46325621354856,218.0768371893226,4143.459906597129,1882.2608927010183,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B1,yes,no,Woven,9319848,C10,ST19A,4000-4999
2023-03-05,Ciba,6678059927,ST18,A,2938,P20,R2,1,1443.4697069907359,2938,521.5293554532734,120.82353222733633,2295.64711231939,852.1774053286542,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B2,no,no,Woven,6678059,C1,ST18A,2000-2999
2023-03-16,Ciba,4751418425,ST22,B,1536,P30,R3,1,761.5793120812727,1536,172.48986882376278,68.17550655881188,1295.3346246174256,533.7553125361528,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B2,yes,no,Tie-Dyed,4751418,C9,ST22B,1000-1999
2023-01-03,Aiba,2386049178,ST28,A,6122,P13,R1,1,2755.566393672792,6122,814.3997220559841,265.3800138972008,5042.220264046815,2286.653870374023,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B2,no,no,Embroidered,2386049,C7,ST28A,6000-6999
2023-04-05,Ciba,8790156820,ST36,A,7990,P2,R4,1,3843.4739947297044,7990,38.297751927947225,397.58511240360264,7554.11713566845,3710.6431409387455,V7,Cotton,Satin,Ciba Satin Saree,Handwash Separately,C6,B3,yes,no,Embroidered,8790156,C6,ST36A,7000-7999
2023-02-19,Biba,6123824122,ST19,C,3010,P36,R2,1,1460.5783862839387,3010,73.80178275653674,146.80991086217315,2789.38830638129,1328.8099200973513,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B3,yes,no,Woven,6123824,C3,ST19C,3000-3999
2023-01-22,Aiba,6355896792,ST01,B,5474,P29,R4,1,2723.815509079729,5474,822.592553813666,232.5703723093167,4418.837073877017,1695.0215647972882,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B3,no,no,Tie-Dyed,6355896,C8,ST01B,5000-5999
2023-03-04,Biba,2049801187,ST22,C,8941,P39,R3,1,4442.215168114731,8941,2024.9302430202197,345.80348784898905,6570.266269130791,2128.051101016061,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B4,no,no,Woven,2049801,C10,ST22C,8000-8999
2023-01-04,Ciba,8742808319,ST03,A,3914,P24,R3,-1,-1873.5957939310829,-3914,-36.67179584723038,-193.8664102076385,-3683.461793945131,-1809.866000014048,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B1,no,no,Tie-Dyed,8742808,C10,ST03A,3000-3999
2023-02-24,Ciba,6866973568,ST23,C,9227,P24,R3,1,4587.901576745055,9227,415.2002543851691,440.5899872807416,8371.20975833409,3783.3081815890346,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C7,B1,yes,no,Embroidered,6866973,C7,ST23C,9000-9999
2023-01-06,Aiba,1187955348,ST30,B,2125,P40,R4,1,1043.4790916065576,2125,234.32742036020204,94.5336289819899,1796.138950657808,752.6598590512504,V3,Cotton,Chiffon,Aiba Chiffon Saree,Handwash Separately,C10,B1,yes,no,Printed,1187955,C10,ST30B,2000-2999
2023-01-17,Ciba,5620469863,ST01,A,2283,P3,R4,1,1132.932180650959,2283,302.42035880264405,99.02898205986781,1881.5506591374883,748.6184784865293,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B2,yes,no,Woven,5620469,C5,ST01A,2000-2999
2023-03-08,Aiba,3038285606,ST08,A,2271,P15,R3,1,1127.0732316569292,2271,132.09696749831252,106.94515162508438,2031.957880876603,904.8846492196737,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B2,yes,no,Printed,3038285,C9,ST08A,2000-2999
2023-02-14,Biba,9409132305,ST11,A,2386,P39,R2,1,1160.3079729894444,2386,417.1906676587519,98.44046661706241,1870.3688657241858,710.0608927347414,V6,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B2,no,no,Embroidered,9409132,C1,ST11A,2000-2999
2023-02-15,Aiba,3393563679,ST36,B,3086,P2,R4,1,1450.3011848623053,3086,135.4446604961744,147.52776697519127,2803.027572528634,1352.726387666329,V7,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C10,B3,no,no,Printed,3393563,C10,ST36B,3000-3999
2023-03-02,Aiba,3139599003,ST16,B,7314,P27,R4,1,3575.210374695583,7314,383.7651633770163,346.5117418311492,6583.723094791834,3008.512720096251,V8,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C4,B3,no,no,Woven,3139599,C4,ST16B,7000-7999
2023-01-21,Aiba,2151390049,ST16,A,9681,P7,R4,1,4577.73070796809,9681,2703.8851333824095,348.85574333087953,6628.259123286711,2050.5284153186203,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B3,yes,no,Printed,2151390,C3,ST16A,9000-9999
2023-03-26,Ciba,7951994260,ST10,C,5022,P24,R2,1,2331.766223915012,5022,62.368956382419135,247.98155218087905,4711.649491436702,2379.8832675216904,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B4,yes,no,Printed,7951994,C5,ST10C,5000-5999
2023-04-04,Aiba,7735475282,ST36,C,2295,P7,R4,1,1096.0976574472709,2295,61.86738049916733,111.65663097504165,2121.4759885257913,1025.3783310785204,V1,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C3,B1,no,no,Printed,7735475,C3,ST36C,2000-2999
2023-03-24,Aiba,5292637430,ST24,A,7898,P29,R4,1,3831.7816758895233,7898,1554.6640151880129,317.1667992405994,6026.169185571388,2194.3875096818647,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B1,no,no,Tie-Dyed,5292637,C3,ST24A,7000-7999
2023-01-17,Aiba,1509136675,ST17,B,9097,P16,R1,1,4190.666497542788,9097,2054.023798708849,352.14881006455755,6690.827391226593,2500.1608936838047,V3,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C1,B1,no,no,Embroidered,1509136,C1,ST17B,9000-9999
2023-01-21,Aiba,9158874283,ST35,A,9559,P22,R2,1,4325.0954071556625,9559,205.36486964752555,467.6817565176238,8885.953373834851,4560.857966679188,V4,Cotton/Silk,Plain,Aiba Plain Saree,Dry Clean only,C7,B2,no,no,Woven,9158874,C7,ST35A,9000-9999
2023-03-02,Ciba,7046423280,ST37,C,2356,P39,R1,1,1139.7789006780313,2356,312.5508548552616,102.17245725723693,1941.2766878875016,801.4977872094703,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B2,yes,no,Tie-Dyed,7046423,C2,ST37C,2000-2999
2023-01-27,Biba,7122343924,ST01,A,4621,P6,R4,1,2210.0278658752095,4621,1169.724611339478,172.5637694330261,3278.7116192274957,1068.6837533522862,V6,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B2,yes,no,Embroidered,7122343,C5,ST01A,4000-4999
2023-01-08,Ciba,5801101011,ST38,B,7558,P40,R2,1,3608.120482624084,7558,183.8202964083642,368.7089851795818,7005.470718412054,3397.35023578797,V7,Modal,Plain,Ciba Plain Saree,Handwash Separately,C2,B3,no,no,Printed,5801101,C2,ST38B,7000-7999
2023-03-18,Biba,2814849692,ST25,B,5583,P32,R1,1,2753.660482938876,5583,553.9814102309272,251.45092948845365,4777.567660280619,2023.9071773417427,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B3,no,no,Tie-Dyed,2814849,C6,ST25B,5000-5999
2023-03-05,Aiba,2025114412,ST12,B,9695,P29,R3,1,4511.945456904992,9695,881.7747892387138,440.6612605380643,8372.56395022322,3860.6184933182285,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B3,yes,no,Printed,2025114,C5,ST12B,9000-9999
2023-02-26,Biba,3479460343,ST35,A,2258,P27,R2,1,1118.3103719384071,2258,445.76615662869096,90.61169216856545,1721.6221512027435,603.3117792643363,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B4,yes,no,Tie-Dyed,3479460,C10,ST35A,2000-2999
2023-02-01,Ciba,9874585793,ST13,C,1012,P8,R1,1,473.5996501644689,1012,23.237498434636112,49.4381250782682,939.3243764870957,465.7247263226268,V1,Silk,Satin,Ciba Satin Saree,Dry Clean only,C5,B1,no,yes,Embroidered,9874585,C5,ST13C,1000-1999
2023-04-06,Biba,7526018097,ST19,C,7444,P29,R2,1,3686.7187488518834,7444,79.00404589367146,368.24979770531644,6996.746156401012,3310.0274075491284,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B1,yes,no,Embroidered,7526018,C7,ST19C,7000-7999
2023-01-28,Biba,5797120589,ST22,C,2938,P14,R3,1,1336.9935276763335,2938,248.93821364910923,134.45308931754454,2554.608697033346,1217.6151693570123,V3,Cotton,Satin,Biba Satin Saree,Handwash Separately,C8,B1,no,no,Woven,5797120,C8,ST22C,2000-2999
2023-02-05,Ciba,6460548181,ST24,A,3446,P1,R4,1,1586.4249477017768,3446,330.8310296389912,155.75844851805044,2959.410521842958,1372.9855741411814,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,yes,no,Woven,6460548,C6,ST24A,3000-3999
2023-01-15,Biba,7631676113,ST37,A,5608,P20,R1,0,0.0,0,0.0,0.0,0.0,0.0,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B2,no,no,Printed,7631676,C1,ST37A,5000-5999
2023-01-05,Ciba,6885415545,ST17,C,6471,P4,R1,1,2988.6579561541876,6471,1510.806007592963,248.00969962035188,4712.184292786686,1723.526336632498,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B2,yes,no,Woven,6885415,C4,ST17C,6000-6999
2023-02-12,Ciba,9760418390,ST12,B,5683,P36,R3,1,2590.153800755614,5683,803.6984362048038,243.9650781897598,4635.336485605436,2045.1826848498217,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B3,yes,no,Tie-Dyed,9760418,C2,ST12B,5000-5999
2023-03-08,Aiba,7954164125,ST01,A,8705,P24,R4,1,3939.4596218123274,8705,1064.4776471704783,382.0261176414761,7258.496235188046,3319.0366133757184,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B3,no,no,Embroidered,7954164,C3,ST01A,8000-8999
2023-01-25,Ciba,9548753024,ST12,A,7275,P28,R3,-1,-3306.564978060429,-7275,-144.31063064985491,-356.5344684675073,-6774.154900882638,-3467.589922822209,V9,Silk,Plain,Ciba Plain Saree,Dry Clean only,C10,B3,no,yes,Embroidered,9548753,C10,ST12A,7000-7999
2023-03-30,Aiba,6398332665,ST12,B,5288,P2,R3,1,2623.7953691241087,5288,1369.5980080353004,195.920099598235,3722.4818923664648,1098.686523242356,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B4,yes,no,Printed,6398332,C4,ST12B,5000-5999
2023-03-08,Aiba,4001351945,ST09,B,4617,P25,R3,1,2204.6144265687612,4617,1362.6415808312436,162.71792095843784,3091.6404982103186,887.0260716415573,V1,Cotton,Other,Aiba Other Saree,Handwash Separately,C7,B1,yes,no,Tie-Dyed,4001351,C7,ST09B,4000-4999
2023-04-11,Biba,3789839673,ST36,C,3143,P31,R4,1,1494.1457659178116,3143,486.0827908345259,132.8458604582737,2524.0713487072003,1029.9255827893887,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,no,no,Woven,3789839,C9,ST36C,3000-3999
2023-02-16,Aiba,9466970028,ST09,A,5701,P25,R3,1,2702.343912355853,5701,911.2101352713698,239.4894932364315,4550.300371492199,1847.956459136346,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,yes,no,Embroidered,9466970,C9,ST09A,5000-5999
2023-02-19,Biba,2840965061,ST18,C,4480,P2,R2,1,2135.7824374474944,4480,1315.891094232136,158.2054452883932,3005.9034604794706,870.1210230319762,V4,Cotton,Plain,Biba Plain Saree,Handwash Separately,C2,B2,yes,no,Woven,2840965,C2,ST18C,4000-4999
2023-03-14,Aiba,1755902344,ST22,A,4375,P21,R3,1,2102.335305940167,4375,1168.677709019845,160.31611454900778,3046.0061764311477,943.6708704909806,V5,Linen,Plain,Aiba Plain Saree,Handwash Separately,C2,B2,yes,no,Woven,1755902,C2,ST22A,4000-4999
2023-02-16,Aiba,6872262572,ST38,A,6420,P31,R2,1,3076.770127453854,6420,1030.2840409608195,269.485797951959,5120.230161087221,2043.460033633367,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B2,yes,no,Embroidered,6872262,C1,ST38A,6000-6999
2023-02-02,Aiba,6516075026,ST11,C,6541,P37,R2,1,3149.268063056104,6541,580.3950941725573,298.0302452913722,5662.574660536071,2513.306597479967,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B3,yes,no,Printed,6516075,C9,ST11C,6000-6999
2023-01-15,Biba,1118675215,ST39,A,3524,P39,R4,0,0.0,0,0.0,0.0,0.0,0.0,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,yes,no,Printed,1118675,C5,ST39A,3000-3999
2023-03-22,Aiba,7484812984,ST02,B,2327,P15,R3,1,1088.3647601498817,2327,357.1339942184054,98.49330028907974,1871.3727054925148,783.0079453426331,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,yes,no,Embroidered,7484812,C1,ST02B,2000-2999
2023-02-19,Aiba,2645172751,ST20,B,9776,P14,R2,1,4508.82872987312,9776,899.4767033368998,443.8261648331551,8432.697131829946,3923.8684019568254,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B4,yes,no,Embroidered,2645172,C1,ST20B,9000-9999
2023-03-07,Biba,3711803366,ST30,C,5026,P20,R4,1,2272.9712200768995,5026,551.7532364269742,223.7123381786513,4250.534425394374,1977.5632053174745,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B1,yes,no,Embroidered,3711803,C3,ST30C,5000-5999
2023-02-01,Biba,1496058765,ST04,B,4077,P35,R1,1,1890.954535039035,4077,451.9600753931872,181.25199623034064,3443.7879283764723,1552.8333933374374,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B1,yes,no,Printed,1496058,C7,ST04B,4000-4999
2023-02-19,Biba,4716621782,ST30,B,1725,P21,R4,1,791.858643383588,1725,221.20105087173482,75.18994745641326,1428.609001671852,636.750358288264,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B1,no,no,Embroidered,4716621,C3,ST30B,1000-1999
2023-04-09,Aiba,4202125066,ST09,C,2918,P15,R3,1,1433.1832130811877,2918,251.24362592749125,133.33781870362543,2533.418555368883,1100.2353422876954,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B2,no,no,Printed,4202125,C8,ST09C,2000-2999
2023-02-10,Ciba,6080061201,ST10,A,9203,P38,R2,1,4284.678608759875,9203,2060.7632504439894,357.1118374778005,6785.1249120782095,2500.4463033183347,V5,Cotton,Georgette,Ciba Georgette Saree,Handwash Separately,C5,B2,no,no,Woven,6080061,C5,ST10A,9000-9999
2023-02-03,Aiba,1295075271,ST19,B,3575,P27,R2,1,1781.2233101569334,3575,808.3203979288587,138.33398010355708,2628.345621967584,847.1223118106507,V6,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C2,B2,no,no,Embroidered,1295075,C2,ST19B,3000-3999
2023-03-08,Aiba,9639608736,ST18,B,4932,P16,R2,1,2391.2434063626147,4932,133.9873053367103,239.9006347331645,4558.112059930126,2166.868653567511,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B3,yes,no,Tie-Dyed,9639608,C6,ST18B,4000-4999
2023-03-02,Ciba,5210260749,ST39,C,1111,P12,R4,1,525.2085542791566,1111,193.46567984251465,45.87671600787427,871.6576041496111,346.4490498704545,V8,Cotton,Satin,Ciba Satin Saree,Handwash Separately,C7,B3,yes,no,Embroidered,5210260,C7,ST39C,1000-1999
2023-03-22,Ciba,2312416127,ST04,B,6390,P31,R1,1,2967.9621478444,6390,1143.4733119611947,262.3263344019403,4984.200353636865,2016.2382057924647,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B3,yes,no,Printed,2312416,C5,ST04B,6000-6999
2023-01-29,Biba,5371927210,ST36,C,5328,P6,R4,0,0.0,0,0.0,0.0,0.0,0.0,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B4,no,no,Embroidered,5371927,C9,ST36C,5000-5999
2023-02-27,Ciba,8604534329,ST19,A,3311,P11,R2,1,1651.4857892660496,3311,443.09979419378857,143.39501029031058,2724.505195515901,1073.0194062498515,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B1,yes,no,Printed,8604534,C4,ST19A,3000-3999
2023-01-25,Aiba,3654669460,ST24,C,5366,P31,R4,1,2481.6593110109193,5366,466.9011750671636,244.95494124664185,4654.143883686194,2172.484572675275,V2,Cotton/Silk,Plain,Aiba Plain Saree,Dry Clean only,C4,B1,no,no,Tie-Dyed,3654669,C4,ST24C,5000-5999
2023-03-20,Biba,3051711264,ST33,C,3421,P2,R2,1,1585.204577559376,3421,796.9771833174992,131.20114083412506,2492.821675848376,907.6170982889998,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B1,no,no,Tie-Dyed,3051711,C7,ST33C,3000-3999
2023-03-25,Ciba,9461716869,ST06,B,1649,P31,R1,1,747.4281781705967,1649,297.40102615998165,67.57994869200091,1284.0190251480174,536.5908469774207,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B2,yes,no,Tie-Dyed,9461716,C8,ST06B,1000-1999
2023-01-08,Biba,2083120158,ST21,C,2507,P10,R2,1,1195.4517695679847,2507,187.13512323028655,115.99324383848568,2203.871632931228,1008.4198633632432,V5,Cotton,Other,Biba Other Saree,Handwash Separately,C6,B2,yes,no,Embroidered,2083120,C6,ST21C,2000-2999
2023-02-15,Aiba,4906282370,ST04,B,2841,P36,R1,1,1312.2012820781413,2841,188.14605006285822,132.6426974968571,2520.2112524402846,1208.0099703621433,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B2,no,no,Tie-Dyed,4906282,C6,ST04B,2000-2999
2023-03-15,Ciba,9617658419,ST17,B,1124,P30,R1,1,554.551541234009,1124,259.82202420062924,43.20889878996854,820.9690770094022,266.41753577539316,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B3,yes,no,Woven,9617658,C5,ST17B,1000-1999
2023-02-13,Ciba,3184846406,ST11,C,2903,P14,R2,1,1312.6463440838959,2903,660.6405870179249,112.11797064910375,2130.241442332971,817.5950982490751,V8,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B3,yes,no,Embroidered,3184846,C8,ST11C,2000-2999
2023-02-09,Aiba,1284221845,ST35,C,7726,P12,R2,1,3859.628987429454,7726,1560.5648181857705,308.2717590907115,5857.163422723518,1997.5344352940642,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B3,no,no,Tie-Dyed,1284221,C7,ST35C,7000-7999
2023-03-25,Ciba,7097316816,ST02,C,6500,P24,R3,1,2988.5421141371157,6500,1389.10103026539,255.5449484867305,4855.354021247879,1866.8119071107635,V10,Cotton,Chiffon,Ciba Chiffon Saree,Handwash Separately,C4,B4,yes,no,Embroidered,7097316,C4,ST02C,6000-6999
2023-04-07,Aiba,1722334897,ST31,B,4905,P10,R1,0,0.0,0,0.0,0.0,0.0,0.0,V1,Cotton,Organza,Aiba Organza Saree,Handwash Separately,C7,B1,yes,no,Tie-Dyed,1722334,C7,ST31B,4000-4999
2023-01-14,Ciba,4295045840,ST02,C,4625,P36,R3,1,2258.364217191796,4625,47.20950166600716,228.88952491669966,4348.900973417293,2090.5367562254974,V2,Linen,Plain,Ciba Plain Saree,Handwash Separately,C7,B1,yes,no,Printed,4295045,C7,ST02C,4000-4999
2023-02-21,Biba,7944494166,ST34,B,6941,P32,R1,1,3219.558681782002,6941,499.7424901426959,322.06287549286526,6119.1946343644395,2899.6359525824373,V3,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,yes,no,Tie-Dyed,7944494,C9,ST34B,6000-6999
2023-01-21,Aiba,3857954611,ST15,B,8738,P1,R2,1,4002.3075311718953,8738,1028.1652151792025,385.4917392410399,7324.343045579758,3322.0355144078626,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,yes,no,Tie-Dyed,3857954,C10,ST15B,8000-8999
2023-02-17,Aiba,1258164111,ST16,C,7628,P11,R4,1,3662.244469364012,7628,551.5055828750852,353.82472085624573,6722.669696268668,3060.4252269046565,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B2,yes,no,Woven,1258164,C4,ST16C,7000-7999
2023-02-11,Ciba,7429290548,ST03,A,4047,P7,R3,1,1905.3558573986397,4047,298.2765410235309,187.43617294882347,3561.2872860276457,1655.931428629006,V6,Linen,Plain,Ciba Plain Saree,Handwash Separately,C3,B2,no,no,Woven,7429290,C3,ST03A,4000-4999
2023-01-09,Aiba,5883327780,ST23,A,9788,P11,R3,1,4576.161903852678,9788,1881.288541112878,395.3355729443561,7511.375885942765,2935.2139820900875,V7,Cotton,Satin,Aiba Satin Saree,Handwash Separately,C9,B3,no,no,Woven,5883327,C9,ST23A,9000-9999
2023-01-06,Aiba,7268798959,ST33,C,5199,P24,R2,1,2554.7742064155627,5199,455.199655740882,237.19001721295592,4506.610327046162,1951.836120630599,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B3,no,no,Woven,7268798,C10,ST33C,5000-5999
2023-01-04,Aiba,5766956081,ST12,A,8789,P2,R3,1,4061.8704682345997,8789,1725.3853682617582,353.1807315869121,6710.43390015133,2648.56343191673,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B3,no,no,Printed,5766956,C5,ST12A,8000-8999
2023-01-08,Aiba,2345194253,ST02,A,1395,P38,R3,1,674.984363583596,1395,46.01668704641122,67.44916564767944,1281.5341473059093,606.5497837223134,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C6,B4,no,no,Tie-Dyed,2345194,C6,ST02A,1000-1999
2023-03-15,Ciba,6839922118,ST18,A,7210,P13,R2,1,3481.1571278419206,7210,626.9160383080061,329.1541980845997,6253.929763607394,2772.7726357654738,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B1,no,no,Woven,6839922,C10,ST18A,7000-7999
2023-02-28,Ciba,8095630488,ST09,A,9573,P4,R3,1,4325.338946170638,9573,1451.395064544128,406.0802467727936,7715.524688683078,3390.18574251244,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B1,yes,no,Embroidered,8095630,C5,ST09A,9000-9999
2023-01-24,Ciba,6755411896,ST04,C,7790,P36,R1,0,0.0,0,0.0,0.0,0.0,0.0,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C7,B1,yes,no,Printed,6755411,C7,ST04C,7000-7999
2023-02-15,Aiba,1966674438,ST13,A,8023,P4,R1,1,3860.8482440536245,8023,574.8187238287278,372.4090638085636,7075.772212362708,3214.9239683090836,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B2,yes,no,Embroidered,1966674,C9,ST13A,8000-8999
2023-01-21,Biba,8339095638,ST22,B,1852,P28,R3,1,904.1548322110017,1852,303.2613690523703,77.43693154738149,1471.3016994002483,567.1468671892466,V5,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B2,no,no,Printed,8339095,C8,ST22B,1000-1999
2023-01-17,Ciba,9787609698,ST12,C,3999,P6,R3,1,1948.185011197996,3999,982.2396643578471,150.83801678210764,2865.922318860045,917.737307662049,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B2,no,no,Embroidered,9787609,C2,ST12C,3000-3999
2023-02-27,Aiba,9142689965,ST15,B,7783,P25,R2,1,3650.109738860709,7783,1520.6346829217316,313.11826585391344,5949.247051224354,2299.1373123636454,V7,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B3,no,no,Printed,9142689,C7,ST15B,7000-7999
2023-03-04,Biba,5747069851,ST28,C,6395,P22,R1,0,0.0,0,0.0,0.0,0.0,0.0,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B3,yes,no,Woven,5747069,C5,ST28C,6000-6999
